,,476.0,516.0,561.0,611.0,652.0,688.0,703.0,762.0,827.0,850.0
,,311.0,330.0,368.0,395.0,416.0,421.0,448.0,460.0,471.0,514.0
,,707.0,813.0,884.0,963.0,1069.0,1136.0,1226.0,1295.0,1377.0,1445.0
,,585.0,621.0,702.0,764.0,819.0,852.0,869.0,893.0,919.0,926.0
,,124.0,134.0,136.0,143.0,159.0,170.0,169.0,170.0,178.0,187.0
,,202.0,209.0,215.0,229.0,246.0,254.0,267.0,281.0,323.0,325.0
,,136.0,156.0,165.0,190.0,183.0,189.0,190.0,201.0,213.0,243.0
,,857.0,922.0,1027.0,1124.0,1260.0,1330.0,1418.0,1491.0,1617.0,1729.0
,,442.0,481.0,489.0,516.0,519.0,530.0,549.0,554.0,586.0,585.0
,,122.0,132.0,147.0,158.0,185.0,206.0,232.0,276.0,334.0,344.0
,,125.0,130.0,134.0,149.0,147.0,167.0,169.0,183.0,198.0,210.0
,,776.0,841.0,893.0,944.0,990.0,1026.0,1076.0,1132.0,1210.0,1233.0
,,124.0,137.0,129.0,142.0,133.0,141.0,156.0,152.0,174.0,163.0
,,118.0,121.0,113.0,113.0,153.0,166.0,135.0,145.0,145.0,142.0
,,518.0,575.0,626.0,690.0,725.0,785.0,823.0,852.0,960.0,972.0
,,10.0,11.0,10.0,9.0,10.0,9.0,7.0,9.0,8.0,6.0
,,461.0,503.0,527.0,572.0,597.0,645.0,670.0,703.0,751.0,790.0
,,183.0,194.0,216.0,254.0,277.0,304.0,344.0,375.0,424.0,449.0
,,127.0,138.0,146.0,147.0,160.0,170.0,177.0,178.0,201.0,214.0
,,6216.0,6796.0,7471.0,8142.0,8882.0,9525.0,10119.0,10761.0,11230.0,11729.0
,,559.0,635.0,707.0,769.0,821.0,867.0,904.0,927.0,942.0,1000.0
,,288.0,326.0,350.0,392.0,436.0,443.0,460.0,487.0,508.0,531.0
,,386.0,406.0,413.0,421.0,431.0,451.0,474.0,481.0,519.0,527.0
,,21.0,23.0,25.0,33.0,27.0,30.0,30.0,25.0,24.0,34.0
,,124.0,139.0,144.0,170.0,174.0,183.0,201.0,209.0,243.0,263.0
,,136.0,145.0,149.0,151.0,162.0,181.0,181.0,181.0,194.0,218.0
,,73.0,85.0,86.0,91.0,95.0,97.0,99.0,100.0,128.0,129.0
,,328.0,369.0,383.0,411.0,435.0,464.0,474.0,503.0,528.0,525.0
,,71.0,73.0,84.0,86.0,94.0,100.0,110.0,118.0,137.0,156.0
,,142.0,154.0,163.0,167.0,161.0,165.0,183.0,190.0,215.0,214.0
,,204.0,225.0,238.0,275.0,279.0,286.0,308.0,300.0,296.0,323.0
,,60.0,63.0,60.0,84.0,81.0,80.0,85.0,88.0,103.0,103.0
,,3.0,3.0,3.0,3.0,3.0,5.0,3.0,2.0,2.0,2.0
,,131.0,144.0,161.0,173.0,185.0,190.0,197.0,215.0,204.0,226.0
,,51.0,45.0,47.0,51.0,48.0,49.0,39.0,45.0,52.0,58.0
,,31.0,38.0,43.0,50.0,50.0,52.0,60.0,64.0,71.0,67.0
,,76.0,85.0,87.0,86.0,105.0,104.0,120.0,122.0,141.0,132.0
,,103.0,102.0,100.0,104.0,100.0,98.0,101.0,104.0,127.0,136.0
,,1512.0,1705.0,1958.0,2213.0,2426.0,2615.0,2733.0,2904.0,3015.0,3182.0
